pathway	pval	padj	log2err	ES	NES	size	leadingEdge
REGULATION OF NEUTROPHIL MEDIATED CYTOTOXICITY%GOBP%GO:0070948	0.2564102564102564	0.9556719660885755	0.11828752612408502	0.644373137615299	1.2006779517399453	3	
ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY%GOBP%GO:0002484	0.2564102564102564	0.9556719660885755	0.11828752612408502	0.6443221610805403	1.2005829657795322	3	
ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-INDEPENDENT%GOBP%GO:0002486	0.2564102564102564	0.9556719660885755	0.11828752612408502	0.6443221610805403	1.2005829657795322	3	
NEGATIVE REGULATION OF MICROTUBULE DEPOLYMERIZATION%GOBP%GO:0007026	0.22990654205607478	0.9556719660885755	0.12210792028708148	0.3430431516567899	1.2004284124564335	16	
MEIOSIS II CELL CYCLE PROCESS%GOBP%GO:0061983	0.253411306042885	0.9556719660885755	0.11828752612408502	0.4927613308405857	1.20039560529591	6	
MEIOSIS II%GOBP%GO:0007135	0.253411306042885	0.9556719660885755	0.11828752612408502	0.4927613308405857	1.20039560529591	6	
MEIOTIC SISTER CHROMATID COHESION%GOBP%GO:0051177	0.253411306042885	0.9556719660885755	0.11828752612408502	0.4927613308405857	1.20039560529591	6	
MEIOTIC SISTER CHROMATID SEGREGATION%GOBP%GO:0045144	0.253411306042885	0.9556719660885755	0.11828752612408502	0.4927613308405857	1.20039560529591	6	
TCR SIGNALING IN NAIVE CD8+ T CELLS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TCR SIGNALING IN NAIVE CD8+ T CELLS	0.19925512104283055	0.9556719660885755	0.13214726060877433	0.24975947164234258	1.2003826748215798	50	
CELL CHEMOTAXIS TO VASCULAR ENDOTHELIAL GROWTH FACTOR%GOBP%GO:0090667	0.2289156626506024	0.9556719660885755	0.1275053153001827	0.8845448482827609	1.2002964741966615	1	
ENDOTHELIAL CELL CHEMOTAXIS TO VASCULAR ENDOTHELIAL GROWTH FACTOR%GOBP%GO:0090668	0.2289156626506024	0.9556719660885755	0.1275053153001827	0.8845448482827609	1.2002964741966615	1	
GLYCOLIPID METABOLIC PROCESS%GOBP%GO:0006664	0.1724770642201835	0.9428491560047306	0.14205664357582118	0.2229731428349382	1.2001720116431764	80	
NEGATIVE REGULATION OF NMDA RECEPTOR-MEDIATED NEURONAL TRANSMISSION%REACTOME%R-HSA-9617324.1	0.265748031496063	0.9556719660885755	0.11573444770168878	0.42580052669384805	1.200158440970491	9	
OXIDATIVE PHOSPHORYLATION%GOBP%GO:0006119	0.15370705244122965	0.9393884508842958	0.15016980212840597	0.21776814987723897	1.2000927057390336	88	
POSITIVE REGULATION OF MRNA 3'-UTR BINDING%GOBP%GO:1903839	0.2289156626506024	0.9556719660885755	0.1275053153001827	0.884378126042014	1.200070237937271	1	
REGULATION OF MRNA 3'-UTR BINDING%GOBP%GO:1903837	0.2289156626506024	0.9556719660885755	0.1275053153001827	0.884378126042014	1.200070237937271	1	
SIGNALING BY FGFR3 FUSIONS IN CANCER%REACTOME%R-HSA-8853334.2	0.24758220502901354	0.9556719660885755	0.11934844059101546	0.4610964925971365	1.1999996518406066	7	
NEGATIVE REGULATION OF MATURE B CELL APOPTOTIC PROCESS%GOBP%GO:0002906	0.2289156626506024	0.9556719660885755	0.1275053153001827	0.8842947649216406	1.1999571198075758	1	
REGULATION OF MATURE B CELL APOPTOTIC PROCESS%GOBP%GO:0002905	0.2289156626506024	0.9556719660885755	0.1275053153001827	0.8842947649216406	1.1999571198075758	1	
RESPONSE TO FOOD%GOBP%GO:0032094	0.2289156626506024	0.9556719660885755	0.1275053153001827	0.8842947649216406	1.1999571198075758	1	
ACTIVATION OF JNKK ACTIVITY%GOBP%GO:0007256	0.2564102564102564	0.9556719660885755	0.11828752612408502	0.6439665560303235	1.1999203572404753	3	
CELLULAR PROTEIN METABOLIC PROCESS%GOBP%GO:0044267	0.008887015630364856	0.4406303386701238	0.3807304007227924	0.14859664371565373	1.199910773436281	2475	
DEFECTIVE GCLC CAUSES HEMOLYTIC ANEMIA DUE TO GAMMA-GLUTAMYLCYSTEINE SYNTHETASE DEFICIENCY (HAGGSD)%REACTOME%R-HSA-5578999.1	0.21095334685598377	0.9556719660885755	0.13427345288320233	0.7584937726358528	1.1997717794124427	2	
REGULATION OF VASCULAR SMOOTH MUSCLE CELL DIFFERENTIATION%GOBP%GO:1905063	0.24758220502901354	0.9556719660885755	0.11934844059101546	0.4074125969676422	1.1997620571689345	10	
RHOBTB3 ATPASE CYCLE%REACTOME%R-HSA-9706019.1	0.24015748031496062	0.9556719660885755	0.12267918956880833	0.44250173529378795	1.1996000047080266	8	
NEGATIVE REGULATION OF MAINTENANCE OF MITOTIC SISTER CHROMATID COHESION%GOBP%GO:0034183	0.2603550295857988	0.9556719660885755	0.11724971674979229	0.6436520043158208	1.199334244495796	3	
NEGATIVE REGULATION OF MAINTENANCE OF SISTER CHROMATID COHESION%GOBP%GO:0034092	0.2603550295857988	0.9556719660885755	0.11724971674979229	0.6436520043158208	1.199334244495796	3	
CANNABINOID BIOSYNTHETIC PROCESS%GOBP%GO:1901696	0.2289156626506024	0.9556719660885755	0.1275053153001827	0.8837945981993998	1.199278411029404	1	
MAPK CASCADE%GOBP%GO:0000165	0.12050359712230216	0.9393884508842958	0.17093233537005617	0.18279124913349903	1.1992571585446383	252	
SIGNAL TRANSDUCTION BY PROTEIN PHOSPHORYLATION%GOBP%GO:0023014	0.12050359712230216	0.9393884508842958	0.17093233537005617	0.18279124913349903	1.1992571585446383	252	
GLUCOSE METABOLIC PROCESS%GOBP%GO:0006006	0.19337016574585636	0.9556719660885755	0.13355495455759195	0.24612368362963055	1.1991698458671023	52	
NEGATIVE REGULATION OF SCF-DEPENDENT PROTEASOMAL UBIQUITIN-DEPENDENT CATABOLIC PROCESS%GOBP%GO:0062026	0.2289156626506024	0.9556719660885755	0.1275053153001827	0.8837112370790263	1.1991652928997087	1	
REGULATION OF SCF-DEPENDENT PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0062025	0.2289156626506024	0.9556719660885755	0.1275053153001827	0.8837112370790263	1.1991652928997087	1	
CENTROSOME CYCLE%GOBP%GO:0007098	0.18317757009345795	0.9428491560047306	0.13880510939113969	0.23003294862958024	1.1991589933413858	71	
NEUROTROPHIC FACTOR-MEDIATED TRK RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NEUROTROPHIC FACTOR-MEDIATED TRK RECEPTOR SIGNALING	0.18470149253731344	0.9428491560047306	0.13802224249664274	0.2559445282434434	1.1991216067313715	46	
PHOSPHOLIPID TRANSLOCATION%GOBP%GO:0045332	0.21673003802281368	0.9556719660885755	0.1275053153001827	0.33371667002486516	1.1990052442387202	18	
AUTOPHAGY INVOLVED IN SYMBIOTIC INTERACTION%GOBP%GO:0075071	0.26732673267326734	0.9556719660885755	0.11573444770168878	0.5640164158302581	1.1989860045407057	4	
AUTOPHAGY OF HOST CELLS INVOLVED IN INTERACTION WITH SYMBIONT%GOBP%GO:0075044	0.26732673267326734	0.9556719660885755	0.11573444770168878	0.5640164158302581	1.1989860045407057	4	
RIBONUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009260	0.15678776290630975	0.9393884508842958	0.15315880868307333	0.2107937414602167	1.1988724972491656	119	
AMEBOIDAL-TYPE CELL MIGRATION%GOBP%GO:0001667	0.18703703703703703	0.9448868575000244	0.13649043778041264	0.23750089635454308	1.1988671035757668	61	
MEMBRANE RAFT POLARIZATION%GOBP%GO:0001766	0.2129817444219067	0.9556719660885755	0.13355495455759195	0.7578157565652355	1.1986993058116537	2	
INORGANIC ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0098660	0.15101289134438306	0.9393884508842958	0.15315880868307333	0.1924557774129848	1.1986180887505806	184	
REGULATION OF CELLULAR PROTEIN CATABOLIC PROCESS%GOBP%GO:1903362	0.14181818181818182	0.9393884508842958	0.15740289930528326	0.19046276220563174	1.198596437284799	192	
PURINE NUCLEOTIDE CATABOLIC PROCESS%GOBP%GO:0006195	0.24022346368715083	0.9556719660885755	0.11881503941226282	0.2991821111296334	1.1985479640520553	26	
REGULATION OF GRANULOCYTE CHEMOTAXIS%GOBP%GO:0071622	0.23773584905660378	0.9556719660885755	0.12043337164225933	0.29216120809465984	1.1984362565290625	28	
REGULATION OF BONE MINERALIZATION%GOBP%GO:0030500	0.22972972972972974	0.9556719660885755	0.12443416863039332	0.28520805131964544	1.1981615033642397	31	
NEGATIVE REGULATION OF HEMOGLOBIN BIOSYNTHETIC PROCESS%GOBP%GO:0046986	0.23092369477911648	0.9556719660885755	0.12687572992985735	0.8828776258752917	1.1980341116027557	1	
NEGATIVE REGULATION OF TRANSLATIONAL INITIATION BY IRON%GOBP%GO:0045993	0.23092369477911648	0.9556719660885755	0.12687572992985735	0.8828776258752917	1.1980341116027557	1	
REGULATION OF TRANSLATIONAL INITIATION BY IRON%GOBP%GO:0006447	0.23092369477911648	0.9556719660885755	0.12687572992985735	0.8828776258752917	1.1980341116027557	1	
INTERLEUKIN-6 SIGNALING%REACTOME%R-HSA-1059683.3	0.2495164410058027	0.9556719660885755	0.11881503941226282	0.40678087367108695	1.197901737563017	10	
SIGNALING BY FGFR4%REACTOME DATABASE ID RELEASE 75%5654743	0.21739130434782608	0.9556719660885755	0.12687572992985735	0.31262502313167345	1.1977518323325895	23	
PROTEIN-DNA COMPLEX SUBUNIT ORGANIZATION%GOBP%GO:0071824	0.132486388384755	0.9393884508842958	0.16318012718068908	0.1867914700600731	1.1977232254984143	217	
POSITIVE REGULATION OF ALPHA-BETA T CELL ACTIVATION%GOBP%GO:0046635	0.21033210332103322	0.9556719660885755	0.1275053153001827	0.27419328065986176	1.197653653673859	35	
HYDROGEN SULFIDE BIOSYNTHETIC PROCESS%GOBP%GO:0070814	0.2150101419878296	0.9556719660885755	0.13284630060618333	0.7571488120050021	1.197644344926451	2	
TOXIN BIOSYNTHETIC PROCESS%GOBP%GO:0009403	0.2150101419878296	0.9556719660885755	0.13284630060618333	0.7571488120050021	1.197644344926451	2	
CELLULAR RESPONSE TO INTERLEUKIN-12%GOBP%GO:0071349	0.21621621621621623	0.9556719660885755	0.12384217120104962	0.2608989882045815	1.1976417650913571	42	
RESPONSE TO INTERLEUKIN-12%GOBP%GO:0070671	0.21621621621621623	0.9556719660885755	0.12384217120104962	0.2608989882045815	1.1976417650913571	42	
POSITIVE REGULATION OF SODIUM-DEPENDENT PHOSPHATE TRANSPORT%GOBP%GO:2000120	0.23293172690763053	0.9556719660885755	0.12625398784911535	0.8824608202734244	1.1974685209542795	1	
POSITIVE REGULATION OF FIBROBLAST MIGRATION%GOBP%GO:0010763	0.24758220502901354	0.9556719660885755	0.11934844059101546	0.4600950811090846	1.1973934870653276	7	
ACTIVATION OF APC C AND APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME DATABASE ID RELEASE 75%176814	0.17557251908396945	0.9428491560047306	0.14375898903927542	0.2268253868715577	1.1973336675846353	74	
APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%R-HSA-176409.3	0.17557251908396945	0.9428491560047306	0.14375898903927542	0.2268253868715577	1.1973336675846353	74	
REGULATION OF PROTEIN K48-LINKED UBIQUITINATION%GOBP%GO:0061945	0.26627218934911245	0.9556719660885755	0.11573444770168878	0.6425418037613828	1.1972655776785288	3	
REGULATION OF RNA POLYMERASE II REGULATORY REGION SEQUENCE-SPECIFIC DNA BINDING%GOBP%GO:1903025	0.24015748031496062	0.9556719660885755	0.12267918956880833	0.44161420285741043	1.1971939487992287	8	
DOPAMINERGIC NEUROGENESIS%WIKIPATHWAYS_20210210%WP2855%HOMO SAPIENS	0.2712871287128713	0.9556719660885755	0.1147507192270233	0.563043020321655	1.1969167605276925	4	
DIPHTHAMIDE BIOSYNTHESIS%HUMANCYC%PWY-6482	0.23293172690763053	0.9556719660885755	0.12625398784911535	0.8820440146715571	1.196902930305803	1	
NUCLEOTIDE-EXCISION REPAIR, PREINCISION COMPLEX ASSEMBLY%GOBP%GO:0006294	0.23962264150943396	0.9556719660885755	0.11988784511542344	0.2916276770832793	1.1962477287905893	28	
GDNF%IOB%GDNF	0.22346368715083798	0.9556719660885755	0.12384217120104962	0.3033394815308506	1.1958348089454818	24	
POSITIVE REGULATION OF SECRETION BY CELL%GOBP%GO:1903532	0.15613382899628253	0.9393884508842958	0.15114876138548375	0.21173675925854635	1.1957368889710902	110	
INTESTINAL STEM CELL HOMEOSTASIS%GOBP%GO:0036335	0.23293172690763053	0.9556719660885755	0.12625398784911535	0.8809603201067022	1.1954323946197642	1	
POSITIVE REGULATION OF ACYLGLYCEROL TRANSPORT%GOBP%GO:1901508	0.23293172690763053	0.9556719660885755	0.12625398784911535	0.8809603201067022	1.1954323946197642	1	
POSITIVE REGULATION OF INTESTINAL ABSORPTION%GOBP%GO:1904480	0.23293172690763053	0.9556719660885755	0.12625398784911535	0.8809603201067022	1.1954323946197642	1	
POSITIVE REGULATION OF INTESTINAL CHOLESTEROL ABSORPTION%GOBP%GO:0045797	0.23293172690763053	0.9556719660885755	0.12625398784911535	0.8809603201067022	1.1954323946197642	1	
POSITIVE REGULATION OF INTESTINAL LIPID ABSORPTION%GOBP%GO:1904731	0.23293172690763053	0.9556719660885755	0.12625398784911535	0.8809603201067022	1.1954323946197642	1	
POSITIVE REGULATION OF STEROL REGULATORY ELEMENT BINDING PROTEIN CLEAVAGE%GOBP%GO:1901310	0.23293172690763053	0.9556719660885755	0.12625398784911535	0.8809603201067022	1.1954323946197642	1	
POSITIVE REGULATION OF TRIGLYCERIDE TRANSPORT%GOBP%GO:1905885	0.23293172690763053	0.9556719660885755	0.12625398784911535	0.8809603201067022	1.1954323946197642	1	
REGULATION OF ACYLGLYCEROL TRANSPORT%GOBP%GO:1901506	0.23293172690763053	0.9556719660885755	0.12625398784911535	0.8809603201067022	1.1954323946197642	1	
REGULATION OF INTESTINAL CHOLESTEROL ABSORPTION%GOBP%GO:0030300	0.23293172690763053	0.9556719660885755	0.12625398784911535	0.8809603201067022	1.1954323946197642	1	
REGULATION OF INTESTINAL LIPID ABSORPTION%GOBP%GO:1904729	0.23293172690763053	0.9556719660885755	0.12625398784911535	0.8809603201067022	1.1954323946197642	1	
REGULATION OF STEROL REGULATORY ELEMENT BINDING PROTEIN CLEAVAGE%GOBP%GO:1901308	0.23293172690763053	0.9556719660885755	0.12625398784911535	0.8809603201067022	1.1954323946197642	1	
REGULATION OF TRIGLYCERIDE TRANSPORT%GOBP%GO:1905883	0.23293172690763053	0.9556719660885755	0.12625398784911535	0.8809603201067022	1.1954323946197642	1	
REGULATION OF PROTEIN LOCALIZATION TO CELL CORTEX%GOBP%GO:1904776	0.253411306042885	0.9556719660885755	0.11828752612408502	0.49065254528240904	1.195258479555486	6	
REGULATION OF TELOMERE CAPPING%GOBP%GO:1904353	0.2265193370165746	0.9556719660885755	0.12210792028708148	0.3188506703175816	1.194987066210999	21	
AMINO-ACID BETAINE METABOLIC PROCESS%GOBP%GO:0006577	0.24606299212598426	0.9556719660885755	0.12098514214525231	0.4407878243922052	1.1949536782382724	8	
CARNITINE METABOLIC PROCESS%GOBP%GO:0009437	0.24606299212598426	0.9556719660885755	0.12098514214525231	0.4407878243922052	1.1949536782382724	8	
PROTEIN TRANSPORT INTO MEMBRANE RAFT%GOBP%GO:0032596	0.2702169625246548	0.9556719660885755	0.1147507192270233	0.6411682731428201	1.1947062408075797	3	
NEGATIVE REGULATION OF CALCINEURIN-MEDIATED SIGNALING%GOBP%GO:0106057	0.26968503937007876	0.9556719660885755	0.1147507192270233	0.4237667135838927	1.1944259493030387	9	
NEGATIVE REGULATION OF CALCINEURIN-NFAT SIGNALING CASCADE%GOBP%GO:0070885	0.26968503937007876	0.9556719660885755	0.1147507192270233	0.4237667135838927	1.1944259493030387	9	
MITOCHONDRIAL DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION%GOBP%GO:0097552	0.23493975903614459	0.9556719660885755	0.12563992130984047	0.8802100700233411	1.1944143314525066	1	
MITOCHONDRIAL DOUBLE-STRAND BREAK REPAIR%GOBP%GO:0097551	0.23493975903614459	0.9556719660885755	0.12563992130984047	0.8802100700233411	1.1944143314525066	1	
DEVELOPMENTAL BIOLOGY%REACTOME DATABASE ID RELEASE 75%1266738	0.06044905008635579	0.9393884508842958	0.24133997681509095	0.1647145966648063	1.194402380259021	587	
FORMATION OF PRIMARY GERM LAYER%GOBP%GO:0001704	0.2237093690248566	0.9556719660885755	0.12563992130984047	0.2818917284148526	1.1943414494461704	32	
RIBONUCLEOSIDE CATABOLIC PROCESS%GOBP%GO:0042454	0.22727272727272727	0.9556719660885755	0.12384217120104962	0.35278336630769414	1.194278237620142	15	
POSITIVE REGULATION OF INTERLEUKIN-10 PRODUCTION%GOBP%GO:0032733	0.2283609576427256	0.9556719660885755	0.12154328203546907	0.31864365847422577	1.1942112281827575	21	
NOTCH3 ACTIVATION AND TRANSMISSION OF SIGNAL TO THE NUCLEUS%REACTOME%R-HSA-9013507.1	0.23177570093457944	0.9556719660885755	0.12154328203546907	0.3266688922918185	1.194166453234207	19	
HISTONE MRNA METABOLIC PROCESS%GOBP%GO:0008334	0.23308270676691728	0.9556719660885755	0.12154328203546907	0.2949726916185976	1.1941580785718466	27	
SIGNALING BY FGFR2%REACTOME DATABASE ID RELEASE 75%5654738	0.1921641791044776	0.9556719660885755	0.13500203382863138	0.25485651232684625	1.1940241608003597	46	
UNTITLED%PANTHER PATHWAY%P00019	0.20708955223880596	0.9556719660885755	0.12944288774504625	0.2505280372069365	1.1939786598613538	49	
4-HYDROXY-2-NONENAL DETOXIFICATION%HUMANCYC%PWY-7112	0.23694779116465864	0.9556719660885755	0.12503336755527242	0.8798766255418473	1.1939618589337258	1	
NEGATIVE REGULATION OF MONOCYTE CHEMOTACTIC PROTEIN-1 PRODUCTION%GOBP%GO:0071638	0.23694779116465864	0.9556719660885755	0.12503336755527242	0.8798766255418473	1.1939618589337258	1	
NITRIC OXIDE HOMEOSTASIS%GOBP%GO:0033484	0.23694779116465864	0.9556719660885755	0.12503336755527242	0.8798766255418473	1.1939618589337258	1	
NITRIC OXIDE STORAGE%GOBP%GO:0035732	0.23694779116465864	0.9556719660885755	0.12503336755527242	0.8798766255418473	1.1939618589337258	1	
GUANOSINE NUCLEOTIDES DEGRADATION III%HUMANCYC%PWY-6608	0.21906693711967545	0.9556719660885755	0.13145761164276346	0.7548145060441851	1.1939519818282414	2	
FATTY ACID DERIVATIVE BIOSYNTHETIC PROCESS%GOBP%GO:1901570	0.19854280510018216	0.9556719660885755	0.13077713797197438	0.2386181944078083	1.1938383370908043	58	
NEGATIVE REGULATION OF CELLULAR RESPONSE TO VASCULAR ENDOTHELIAL GROWTH FACTOR STIMULUS%GOBP%GO:1902548	0.27920792079207923	0.9556719660885755	0.11284335567556247	0.5615642009592607	1.19377308656894	4	
DEVELOPMENT OF PRIMARY MALE SEXUAL CHARACTERISTICS%GOBP%GO:0046546	0.22916666666666666	0.9556719660885755	0.12325722638133735	0.3526121717118801	1.1936986922115282	15	
MALE SEX DIFFERENTIATION%GOBP%GO:0046661	0.22916666666666666	0.9556719660885755	0.12325722638133735	0.3526121717118801	1.1936986922115282	15	
AMINO ACID IMPORT%GOBP%GO:0043090	0.23738317757009345	0.9556719660885755	0.11988784511542344	0.34101799960204837	1.1933416944901514	16	
NEURON PROJECTION EXTENSION%GOBP%GO:1990138	0.22882882882882882	0.9556719660885755	0.11988784511542344	0.3204816843191749	1.193001090672654	20	
SPRY REGULATION OF FGF SIGNALING%REACTOME%R-HSA-1295596.1	0.24436090225563908	0.9556719660885755	0.11828752612408502	0.36117833597596594	1.1929924411138255	14	
SIGNALING BY FGFR%REACTOME%R-HSA-190236.2	0.21082089552238806	0.9556719660885755	0.1281429168984153	0.24583165067205587	1.1929718564332281	51	
PANTOTHENATE TRANSMEMBRANE TRANSPORT%GOBP%GO:0015887	0.23694779116465864	0.9556719660885755	0.12503336755527242	0.8791263754584862	1.1929437957664681	1	
LGI-ADAM INTERACTIONS%REACTOME DATABASE ID RELEASE 75%5682910	0.2210953346855984	0.9556719660885755	0.13077713797197438	0.7541475614839517	1.1928970209430387	2	
REGULATION OF RECEPTOR-MEDIATED ENDOCYTOSIS%GOBP%GO:0048259	0.1922365988909427	0.9556719660885755	0.13427345288320233	0.23394871230425685	1.1926757486219546	63	
CELLULAR RESPONSE TO EXOGENOUS DSRNA%GOBP%GO:0071360	0.229126213592233	0.9556719660885755	0.12503336755527242	0.38273828734907045	1.1926384433412134	12	
PEPTIDYL-GLYCINE MODIFICATION%GOBP%GO:0018201	0.2811881188118812	0.9556719660885755	0.11237851911047504	0.5610056773977181	1.1925857772731459	4	
POSITIVE REGULATION OF CELLULAR RESPONSE TO DRUG%GOBP%GO:2001040	0.2210953346855984	0.9556719660885755	0.13077713797197438	0.7538974572738641	1.1925014106110876	2	
POSITIVE REGULATION OF HYDROGEN PEROXIDE-INDUCED CELL DEATH%GOBP%GO:1905206	0.2210953346855984	0.9556719660885755	0.13077713797197438	0.7538974572738641	1.1925014106110876	2	
PLATELET ACTIVATION, SIGNALING AND AGGREGATION%REACTOME DATABASE ID RELEASE 75%76002	0.15272727272727274	0.9393884508842958	0.15114876138548375	0.1894503791771277	1.1922254350107562	192	
SEMA4D INDUCED CELL MIGRATION AND GROWTH-CONE COLLAPSE%REACTOME%R-HSA-416572.3	0.23738317757009345	0.9556719660885755	0.11988784511542344	0.3405768305442376	1.1917978890851026	16	
POSITIVE REGULATION OF I-KAPPAB PHOSPHORYLATION%GOBP%GO:1903721	0.2851485148514851	0.9556719660885755	0.11146266692298015	0.5605692980105175	1.1916581220431939	4	
INTERFERON ALPHA BETA SIGNALING%REACTOME DATABASE ID RELEASE 75%909733	0.21455223880597016	0.9556719660885755	0.12687572992985735	0.2455493929021887	1.1916021159022974	51	
APC C:CDH1 MEDIATED DEGRADATION OF CDC20 AND OTHER APC C:CDH1 TARGETED PROTEINS IN LATE MITOSIS EARLY G1%REACTOME%R-HSA-174178.3	0.18299445471349354	0.9428491560047306	0.13802224249664274	0.2287104734413557	1.1914723338946098	70	
NEGATIVE REGULATION OF CENTRIOLE REPLICATION%GOBP%GO:0046600	0.2736220472440945	0.9556719660885755	0.11378726182188	0.42269968483436754	1.1914184293959025	9	
MODULATION BY HOST OF VIRAL RNA GENOME REPLICATION%GOBP%GO:0044830	0.22515212981744423	0.9556719660885755	0.12944288774504625	0.7531471446436016	1.1913145796152345	2	
PROTEIN K33-LINKED UBIQUITINATION%GOBP%GO:1990390	0.23694779116465864	0.9556719660885755	0.12503336755527242	0.8777925975325108	1.1911339056913435	1	
CELLULAR COMPONENT BIOGENESIS%GOBP%GO:0044085	0.018426378069165625	0.541145092555901	0.35248785758361917	0.15000266434070403	1.191021063555198	1772	
DNA CATABOLIC PROCESS%GOBP%GO:0006308	0.22306238185255198	0.9556719660885755	0.12503336755527242	0.3107661353552954	1.1906299256536104	23	
NEGATIVE REGULATION OF CELL ADHESION%GOBP%GO:0007162	0.15653775322283608	0.9393884508842958	0.15016980212840597	0.19757191693708992	1.1901489308349613	151	
PROLINE BIOSYNTHETIC PROCESS%GOBP%GO:0006561	0.2871287128712871	0.9556719660885755	0.11101149245045029	0.5597508607962544	1.189918288346949	4	
POSITIVE REGULATION OF IMMUNE SYSTEM PROCESS%GOBP%GO:0002684	0.05670103092783505	0.9308178206330074	0.24891111443470243	0.16055077732628925	1.1898597612362922	736	
REGULATION OF WOUND HEALING, SPREADING OF EPIDERMAL CELLS%GOBP%GO:1903689	0.2495164410058027	0.9556719660885755	0.11881503941226282	0.45718183409131613	1.1898117867852904	7	
DEFECTIVE AVP DOES NOT BIND AVPR1A,B AND CAUSES NEUROHYPOPHYSEAL DIABETES INSIPIDUS (NDI)%REACTOME%R-HSA-5619099.3	0.24096385542168675	0.9556719660885755	0.12384217120104962	0.8767922640880293	1.1897764881350001	1	
DENDRITIC SPINE MORPHOGENESIS%GOBP%GO:0060997	0.2495164410058027	0.9556719660885755	0.11881503941226282	0.4571492436180429	1.189726970359208	7	
REGULATION OF PROTEOLYSIS%GOBP%GO:0030162	0.08141592920353982	0.9393884508842958	0.2089550275493539	0.16681063032559912	1.1896754925509432	475	
REGULATION OF HEME BIOSYNTHETIC PROCESS%GOBP%GO:0070453	0.23123732251521298	0.9556719660885755	0.1275053153001827	0.7521106093773213	1.1896750068122475	2	
REGULATION OF TETRAPYRROLE BIOSYNTHETIC PROCESS%GOBP%GO:1901463	0.23123732251521298	0.9556719660885755	0.1275053153001827	0.7521106093773213	1.1896750068122475	2	
REGULATION OF TETRAPYRROLE METABOLIC PROCESS%GOBP%GO:1901401	0.23123732251521298	0.9556719660885755	0.1275053153001827	0.7521106093773213	1.1896750068122475	2	
POSITIVE REGULATION OF EPITHELIAL CELL APOPTOTIC PROCESS%GOBP%GO:1904037	0.23863636363636365	0.9556719660885755	0.12043337164225933	0.35141386907682454	1.1896420758973636	15	
RETROGRADE VESICLE-MEDIATED TRANSPORT, GOLGI TO ER%GOBP%GO:0006890	0.18893129770992367	0.9488783757145672	0.13802224249664274	0.22531839002638376	1.18937874646863	74	
ROS AND RNS PRODUCTION IN PHAGOCYTES%REACTOME%R-HSA-1222556.9	0.24394785847299813	0.9556719660885755	0.11776578836269024	0.29679115108366194	1.1889695828968156	26	
INTRACELLULAR METABOLISM OF FATTY ACIDS REGULATES INSULIN SECRETION%REACTOME DATABASE ID RELEASE 75%434313	0.27613412228796846	0.9556719660885755	0.11331290842208036	0.6380690345172586	1.1889313453818269	3	
POSITIVE REGULATION OF CALCIUM ION TRANSPORT%GOBP%GO:0051928	0.22162162162162163	0.9556719660885755	0.12210792028708148	0.25898877294770406	1.1888730320744347	42	
RNA POLYMERASE I PROMOTER CLEARANCE%REACTOME DATABASE ID RELEASE 75%73854	0.18484288354898337	0.9428491560047306	0.1372507796101328	0.22821062407308812	1.1888683574153331	70	
RNA POLYMERASE I TRANSCRIPTION%REACTOME DATABASE ID RELEASE 75%73864	0.18484288354898337	0.9428491560047306	0.1372507796101328	0.22821062407308812	1.1888683574153331	70	
LUNG FIBROSIS%WIKIPATHWAYS_20210210%WP3624%HOMO SAPIENS	0.24394785847299813	0.9556719660885755	0.11776578836269024	0.2967631076840077	1.1888572387481842	26	
DASATINIB-RESISTANT KIT MUTANTS%REACTOME DATABASE ID RELEASE 75%9669914	0.24096385542168675	0.9556719660885755	0.12384217120104962	0.8760420140046682	1.1887584249677425	1	
DRUG RESISTANCE OF KIT MUTANTS%REACTOME DATABASE ID RELEASE 75%9669937	0.24096385542168675	0.9556719660885755	0.12384217120104962	0.8760420140046682	1.1887584249677425	1	
IMATINIB-RESISTANT KIT MUTANTS%REACTOME%R-HSA-9669917.1	0.24096385542168675	0.9556719660885755	0.12384217120104962	0.8760420140046682	1.1887584249677425	1	
KIT MUTANTS BIND TKIS%REACTOME%R-HSA-9669921.1	0.24096385542168675	0.9556719660885755	0.12384217120104962	0.8760420140046682	1.1887584249677425	1	
MASITINIB-RESISTANT KIT MUTANTS%REACTOME%R-HSA-9669924.1	0.24096385542168675	0.9556719660885755	0.12384217120104962	0.8760420140046682	1.1887584249677425	1	
MAST CELL PROLIFERATION%GOBP%GO:0070662	0.24096385542168675	0.9556719660885755	0.12384217120104962	0.8760420140046682	1.1887584249677425	1	
