pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
COLLAGEN FIBRIL ORGANIZATION%GOBP%GO:0030199	0.3894927536231884	0.9896999552171967	0.23393696469369674	1.0412348310299873	214	36	
22Q11.2 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20210210%WP4657%HOMO SAPIENS	0.40037593984962405	0.9926292270324004	0.21065691731434552	1.0408092900247745	212	56	
BLOOD VESSEL MORPHOGENESIS%GOBP%GO:0048514	0.3679417122040073	0.9855984487925259	0.18058122758949025	1.039950192858135	201	112	
LEISHMANIA PHAGOCYTOSIS%REACTOME DATABASE ID RELEASE 75%9664417	0.376425855513308	0.9855984487925259	0.18824695727121246	1.039811064821499	197	92	
FCGR3A-MEDIATED PHAGOCYTOSIS%REACTOME%R-HSA-9664422.1	0.376425855513308	0.9855984487925259	0.18824695727121246	1.039811064821499	197	92	
PARASITE INFECTION%REACTOME%R-HSA-9664407.1	0.376425855513308	0.9855984487925259	0.18824695727121246	1.039811064821499	197	92	
POSITIVE REGULATION OF PROTEIN TYROSINE KINASE ACTIVITY%GOBP%GO:0061098	0.38333333333333336	0.9884675963099049	0.25763145241155805	1.0397779191182803	206	26	
FAS LIGAND (FASL) PATHWAY AND STRESS INDUCTION OF HEAT SHOCK PROTEINS (HSP) REGULATION%WIKIPATHWAYS_20210210%WP314%HOMO SAPIENS	0.4134078212290503	0.9931628846012511	0.2553977135784239	1.039407272855781	221	27	
VEGF SIGNALING PATHWAY%PANTHER PATHWAY%P00056	0.4052532833020638	0.9926455972967602	0.21398795445792587	1.0392715223406421	215	52	
REGULATION OF GLUTAMATE RECEPTOR SIGNALING PATHWAY%GOBP%GO:1900449	0.4090909090909091	0.9931628846012511	0.3044971115621121	1.0389340107823997	215	16	
ERBB SIGNALING PATHWAY%GOBP%GO:0038127	0.3843351548269581	0.9884675963099049	0.21797173503963108	1.0388671253289228	210	47	
CELLULAR RESPONSE TO PEPTIDE%GOBP%GO:1901653	0.37683823529411764	0.9855984487925259	0.1695087527334244	1.0381312339147875	204	165	
TRANSMISSION ACROSS CHEMICAL SYNAPSES%REACTOME%R-HSA-112315.6	0.3688073394495413	0.9855984487925259	0.18202728446034522	1.0378729069043602	200	108	
NUCLEIC ACID TRANSPORT%GOBP%GO:0050657	0.36247723132969034	0.9855984487925259	0.17516174061106263	1.0375047609135206	198	136	
RNA TRANSPORT%GOBP%GO:0050658	0.36247723132969034	0.9855984487925259	0.17516174061106263	1.0375047609135206	198	136	
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO MEMBRANE%GOBP%GO:1905477	0.38404452690166974	0.9884675963099049	0.19394253765481587	1.037405811036937	206	79	
CELL SURFACE INTERACTIONS AT THE VASCULAR WALL%REACTOME DATABASE ID RELEASE 75%202733	0.36313868613138683	0.9855984487925259	0.17676135157938794	1.0370864871528054	198	128	
NEGATIVE REGULATION OF CYTOKINE PRODUCTION%GOBP%GO:0001818	0.36541889483065954	0.9855984487925259	0.16670683010157217	1.0368805235852345	204	171	
POSITIVE REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:1903322	0.3634686346863469	0.9855984487925259	0.18250678670034953	1.0368228952440712	196	105	
REGULATION OF TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION%GOBP%GO:1903555	0.3789868667917448	0.9869491946124602	0.18484346556630693	1.0364990551412114	201	98	
VIRAL LIFE CYCLE%GOBP%GO:0019058	0.3781362007168459	0.986318781054348	0.17223640929728157	1.0364365021008464	210	148	
SIGNALING BY FGFR IN DISEASE%REACTOME DATABASE ID RELEASE 75%1226099	0.40145985401459855	0.9926292270324004	0.22646418435584592	1.035775814252726	219	41	
IL9%NETPATH%IL9	0.4165067178502879	0.9931628846012511	0.29698151620891206	1.0352011750712178	216	17	
SIGNALING BY EGFR IN CANCER%REACTOME DATABASE ID RELEASE 75%1643713	0.40601503759398494	0.9926455972967602	0.28127243774971034	1.0350929492044696	215	20	
PROTEIN IMPORT INTO NUCLEUS%GOBP%GO:0006606	0.40185185185185185	0.9926292270324004	0.2035135903287939	1.0347113620266146	216	63	
CELL SURFACE RECEPTOR SIGNALING PATHWAY INVOLVED IN CELL-CELL SIGNALING%GOBP%GO:1905114	0.38035714285714284	0.9873445961406452	0.1716103583551058	1.034338824374339	212	147	
FATTY ACID BETA-OXIDATION%GOBP%GO:0006635	0.40699815837937386	0.9931628846012511	0.2226634410335063	1.0340641907697388	220	44	
LOCALIZATION WITHIN MEMBRANE%GOBP%GO:0051668	0.40298507462686567	0.9926292270324004	0.20990339283130588	1.0334898897214022	215	55	
AMINO ACID TRANSMEMBRANE TRANSPORT%GOBP%GO:0003333	0.4056603773584906	0.9926455972967602	0.24753028901453905	1.033387003584847	214	30	
REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050670	0.3770491803278688	0.9855984487925259	0.17941372694603042	1.0332266671875259	206	112	
DICARBOXYLIC ACID TRANSPORT%GOBP%GO:0006835	0.4124293785310734	0.9931628846012511	0.2710211973768357	1.0330650471592164	218	22	
PID_CD8_TCR_PATHWAY%MSIGDB_C2%PID_CD8_TCR_PATHWAY	0.4149908592321755	0.9931628846012511	0.2302808744407444	1.03268908631717	226	38	
HALLMARK_COMPLEMENT%MSIGDB_C2%HALLMARK_COMPLEMENT	0.3761467889908257	0.9855984487925259	0.18083178434523178	1.0310564717564326	204	108	
UBIQUINONE METABOLIC PROCESS%GOBP%GO:0006743	0.3946869070208729	0.9918265765459467	0.307484636948957	1.0310328771516881	207	15	
TOLL-LIKE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002224	0.3925233644859813	0.9912150641263251	0.19225708689742577	1.0305445078114694	209	80	
INTEGRATED CANCER PATHWAY%WIKIPATHWAYS_20210210%WP1971%HOMO SAPIENS	0.41353383458646614	0.9931628846012511	0.24351052207412843	1.0303563678334795	219	31	
ENDOSOME TO LYSOSOME TRANSPORT%GOBP%GO:0008333	0.4010989010989011	0.9926292270324004	0.21789801528141578	1.0303476254820723	218	46	
RETINOIC ACID RECEPTORS-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%RETINOIC ACID RECEPTORS-MEDIATED SIGNALING	0.3962962962962963	0.9918265765459467	0.25527723833134247	1.0302765178158682	213	26	
POSITIVE REGULATION OF GENE EXPRESSION, EPIGENETIC%GOBP%GO:0045815	0.4067796610169492	0.9931628846012511	0.2103171241679307	1.0299941918091198	215	54	
REGULATION OF OXIDOREDUCTASE ACTIVITY%GOBP%GO:0051341	0.40293040293040294	0.9926292270324004	0.21779420696216972	1.0298567598121748	219	46	
NEGATIVE REGULATION OF NOTCH SIGNALING PATHWAY%GOBP%GO:0045746	0.42034548944337813	0.9955667501732801	0.2952022213513887	1.028999010873192	218	17	
POSITIVE REGULATION OF PHOSPHOLIPASE ACTIVITY%GOBP%GO:0010518	0.41729323308270677	0.9931628846012511	0.24318632162407178	1.0289845913889746	221	31	
G ALPHA (12 13) SIGNALLING EVENTS%REACTOME%R-HSA-416482.5	0.4086629001883239	0.9931628846012511	0.21010991544775226	1.0289794205244687	216	54	
IL-4 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP395%HOMO SAPIENS	0.3992740471869328	0.9926292270324004	0.2235996961699125	1.0288642568972894	219	42	
MITOCHONDRIAL CALCIUM ION TRANSPORT%REACTOME DATABASE ID RELEASE 75%8949215	0.416195856873823	0.9931628846012511	0.26986310641925265	1.0286506939599471	220	22	
POSITIVE REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:0043280	0.4026974951830443	0.9926292270324004	0.18482342969588578	1.0282105345161807	208	97	
NEGATIVE REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002698	0.3754716981132076	0.9855984487925259	0.1954335498822488	1.0280882570706507	198	74	
POSITIVE REGULATION OF PROTEIN KINASE B SIGNALING%GOBP%GO:0051897	0.39697542533081287	0.9918265765459467	0.18527689555306998	1.027841063415451	209	93	
PEPTIDYL-TYROSINE MODIFICATION%GOBP%GO:0018212	0.40293040293040294	0.9926292270324004	0.21731301209580933	1.0275813926533308	219	46	
NEGATIVE EPIGENETIC REGULATION OF RRNA EXPRESSION%REACTOME DATABASE ID RELEASE 75%5250941	0.4029038112522686	0.9926292270324004	0.1981539280691778	1.0275443508562838	221	68	
MONOSACCHARIDE CATABOLIC PROCESS%GOBP%GO:0046365	0.4106813996316759	0.9931628846012511	0.2289417636114472	1.027117602062923	222	39	
NEGATIVE REGULATION OF DEFENSE RESPONSE TO VIRUS%GOBP%GO:0050687	0.39080459770114945	0.9912150641263251	0.289501290948451	1.027040629675294	203	18	
IL-18 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP4754%HOMO SAPIENS	0.38324420677361853	0.9884675963099049	0.17186344339743226	1.0269730010962654	214	141	
DEFECTIVE TPR MAY CONFER SUSCEPTIBILITY TOWARDS THYROID PAPILLARY CARCINOMA (TPC)%REACTOME%R-HSA-5619107.2	0.42234848484848486	0.9955667501732801	0.25121035641908357	1.026632819658006	222	28	
REGULATION OF GLUCOKINASE BY GLUCOKINASE REGULATORY PROTEIN%REACTOME%R-HSA-170822.3	0.42234848484848486	0.9955667501732801	0.25121035641908357	1.026632819658006	222	28	
SYNTHESIS OF PIPS AT THE EARLY ENDOSOME MEMBRANE%REACTOME%R-HSA-1660516.7	0.42234848484848486	0.9955667501732801	0.30086159973734095	1.0265297654285455	222	16	
POSITIVE REGULATION OF INSULIN SECRETION%GOBP%GO:0032024	0.4180790960451977	0.9931628846012511	0.26926959343221835	1.0263883708358719	221	22	
NEGATIVE REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL ACTIVATION%GOBP%GO:2000515	0.4044526901669759	0.9926455972967602	0.28340551178279666	1.026328254305768	217	19	
RRNA CATABOLIC PROCESS%GOBP%GO:0016075	0.42234848484848486	0.9955667501732801	0.3007846105703786	1.026267080953121	222	16	
PID_IGF1_PATHWAY%MSIGDB_C2%PID_IGF1_PATHWAY	0.4220532319391635	0.9955667501732801	0.27369672049555305	1.0262605226421975	221	21	
ACTIN FILAMENT POLYMERIZATION%GOBP%GO:0030041	0.4030131826741996	0.9926292270324004	0.2594606671819741	1.0258761320891852	213	25	
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN%GOBP%GO:0002478	0.40535714285714286	0.9926455972967602	0.16763659507304585	1.0258258122118182	226	157	
REGULATION OF ANION TRANSMEMBRANE TRANSPORT%GOBP%GO:1903959	0.42105263157894735	0.9955667501732801	0.2786956541854563	1.0256102906108155	223	20	
POSITIVE REGULATION OF MRNA PROCESSING%GOBP%GO:0050685	0.4199623352165725	0.9955667501732801	0.2690237007220492	1.0254510892996465	222	22	
REGULATION OF ACTIN NUCLEATION%GOBP%GO:0051125	0.42585551330798477	0.9983170230006857	0.2734771155586003	1.0254370861137514	223	21	
REGULATION OF AMYLOID-BETA FORMATION%GOBP%GO:1902003	0.4338919925512104	1	0.25193934176573796	1.0253325312929855	232	27	
NEGATIVE REGULATION OF MRNA METABOLIC PROCESS%GOBP%GO:1903312	0.424812030075188	0.9968320898772027	0.20746538838040152	1.0250406506362326	225	56	
P75 NTR RECEPTOR-MEDIATED SIGNALLING%REACTOME%R-HSA-193704.1	0.3966789667896679	0.9918265765459467	0.19321442999363592	1.0250290733051601	214	77	
RESPONSE TO PEPTIDE%GOBP%GO:1901652	0.3594890510948905	0.9855984487925259	0.161853201414667	1.0246516393885694	196	193	
EGF RECEPTOR (ERBB1) SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EGF RECEPTOR (ERBB1) SIGNALING PATHWAY	0.424812030075188	0.9968320898772027	0.2421172270420115	1.0244609740887467	225	31	
POSITIVE REGULATION OF LEUKOCYTE CHEMOTAXIS%GOBP%GO:0002690	0.41304347826086957	0.9931628846012511	0.21145843888665303	1.0237402240764222	227	49	
FEMALE PREGNANCY%GOBP%GO:0007565	0.424812030075188	0.9968320898772027	0.27816637491587315	1.0236625233696004	225	20	
HALLMARK_UV_RESPONSE_UP%MSIGDB_C2%HALLMARK_UV_RESPONSE_UP	0.41523809523809524	0.9931628846012511	0.18555366332577683	1.022561125549037	217	91	
HEDGEHOG SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP4249%HOMO SAPIENS	0.42424242424242425	0.9968320898772027	0.29969465167377546	1.022548177472472	223	16	
TRAIL%IOB%TRAIL	0.4180478821362799	0.9931628846012511	0.22219363216509297	1.0224171519263623	226	43	
ENDOTHELINS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ENDOTHELINS	0.41208791208791207	0.9931628846012511	0.2162203499960608	1.02241465536811	224	46	
GAMMA CARBOXYLATION, HYPUSINE FORMATION AND ARYLSULFATASE ACTIVATION%REACTOME%R-HSA-163841.4	0.4224299065420561	0.9955667501732801	0.24598690425206385	1.022302245790634	225	29	
INTRACELLULAR STEROL TRANSPORT%GOBP%GO:0032366	0.40229885057471265	0.9926292270324004	0.2880923436739027	1.022042219853733	209	18	
POSITIVE REGULATION OF LEUKOCYTE MIGRATION%GOBP%GO:0002687	0.4074766355140187	0.9931628846012511	0.1963875293772773	1.0220038416339117	217	71	
ENDOCRINE PROCESS%GOBP%GO:0050886	0.4060721062618596	0.9926455972967602	0.30473037351430693	1.0217975014215752	213	15	
SEMA4D IN SEMAPHORIN SIGNALING%REACTOME%R-HSA-400685.2	0.4155844155844156	0.9931628846012511	0.2821143742268396	1.0216525126607374	223	19	
TRANSLOCATION OF SLC2A4 (GLUT4) TO THE PLASMA MEMBRANE%REACTOME DATABASE ID RELEASE 75%1445148	0.41712204007285975	0.9931628846012511	0.21426218807215958	1.021187189012092	228	47	
BIOCARTA_EDG1_PATHWAY%MSIGDB_C2%BIOCARTA_EDG1_PATHWAY	0.4060721062618596	0.9926455972967602	0.304522025883286	1.0210988868189375	213	15	
4-HYDROXYTAMOXIFEN, DEXAMETHASONE, AND RETINOIC ACIDS REGULATION OF P27 EXPRESSION%WIKIPATHWAYS_20210210%WP3879%HOMO SAPIENS	0.4060721062618596	0.9926455972967602	0.3044720838748748	1.020931425273106	213	15	
MITOCHONDRIAL GENOME MAINTENANCE%GOBP%GO:0000002	0.4266917293233083	0.9984919355333093	0.2773525688861391	1.0206676871526676	226	20	
CLATHRIN-MEDIATED ENDOCYTOSIS%REACTOME%R-HSA-8856828.3	0.40608228980322003	0.9926455972967602	0.17619181392982092	1.0204559064494978	226	115	
NEGATIVE REGULATION OF OXIDATIVE STRESS-INDUCED CELL DEATH%GOBP%GO:1903202	0.4376163873370577	1	0.2506032191093098	1.01989483340971	234	27	
NEGATIVE REGULATION OF CELLULAR RESPONSE TO OXIDATIVE STRESS%GOBP%GO:1900408	0.4376163873370577	1	0.2506032191093098	1.01989483340971	234	27	
ESTABLISHMENT OR MAINTENANCE OF CELL POLARITY%GOBP%GO:0007163	0.3981651376146789	0.9925068951209391	0.17885915911590816	1.0195983969354503	216	109	
REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032944	0.4104882459312839	0.9931628846012511	0.17672917800808302	1.0195564936161923	226	113	
POSITIVE REGULATION OF STAT CASCADE%GOBP%GO:1904894	0.4163568773234201	0.9931628846012511	0.22848882303248824	1.019261855994334	223	37	
POSITIVE REGULATION OF AUTOPHAGY OF MITOCHONDRION%GOBP%GO:1903599	0.42803030303030304	0.9995597182196606	0.2986724429590704	1.0190604353576882	225	16	
ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002250	0.40437158469945356	0.9926455972967602	0.1721651982748521	1.018681952275823	221	134	
REGULATION OF SYMBIOSIS, ENCOMPASSING MUTUALISM THROUGH PARASITISM%GOBP%GO:0043903	0.3886861313868613	0.9896999552171967	0.16229022138820193	1.0186643854910835	212	185	
PORPHYRIN-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0006778	0.4375	1	0.24922122722889994	1.018503754685161	230	28	
PRC2 METHYLATES HISTONES AND DNA%REACTOME DATABASE ID RELEASE 75%212300	0.43272727272727274	1	0.2312014011195821	1.0183395125166992	237	35	
POSITIVE REGULATION OF CHROMOSOME ORGANIZATION%GOBP%GO:2001252	0.3996447602131439	0.9926292270324004	0.1697271675389499	1.0183358487452379	224	143	
APOPTOTIC EXECUTION PHASE%REACTOME DATABASE ID RELEASE 75%75153	0.4177449168207024	0.9931628846012511	0.22540368866886068	1.0183147885041306	225	40	
NATURAL KILLER CELL ACTIVATION%GOBP%GO:0030101	0.4157088122605364	0.9931628846012511	0.2869026038146394	1.0178214746881262	216	18	
REGULATION OF TOLL-LIKE RECEPTOR 4 SIGNALING PATHWAY%GOBP%GO:0034143	0.4098671726755218	0.9931628846012511	0.3034172025560934	1.017394281655302	215	15	
EBV LMP1 SIGNALING%WIKIPATHWAYS_20210210%WP262%HOMO SAPIENS	0.4098671726755218	0.9931628846012511	0.30320397277316635	1.0166792966116032	215	15	
ORGANELLE FUSION%GOBP%GO:0048284	0.42696629213483145	0.9985137625587064	0.18623920505040326	1.0166624185294357	227	86	
POSITIVE REGULATION OF PROTEIN CATABOLIC PROCESS%GOBP%GO:0045732	0.4172661870503597	0.9931628846012511	0.1665146644768979	1.015665353752354	231	156	
POSITIVE REGULATION OF CELLULAR AMIDE METABOLIC PROCESS%GOBP%GO:0034250	0.40974729241877256	0.9931628846012511	0.17597641259867397	1.0156594711734	226	116	
GOLGI ORGANIZATION%GOBP%GO:0007030	0.4288389513108614	0.9997007565535232	0.18004063728132597	1.0154756997783019	228	103	
SIGNAL RELEASE%GOBP%GO:0023061	0.4351005484460695	1	0.21603747952477323	1.0153855653410058	237	45	
FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS	0.43570057581573896	1	0.2912663532970468	1.0152795872309683	226	17	
POSITIVE REGULATION OF AMYLOID-BETA FORMATION%GOBP%GO:1902004	0.4098671726755218	0.9931628846012511	0.30273802331341354	1.0151169121722923	215	15	
REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:2000649	0.4312977099236641	1	0.26170559860335946	1.0150528132851304	225	24	
APOPTOTIC CLEAVAGE OF CELLULAR PROTEINS%REACTOME%R-HSA-111465.3	0.4450651769087523	1	0.24928578888828323	1.0145332092431156	238	27	
RESPONSE TO LIPOPOLYSACCHARIDE%GOBP%GO:0032496	0.4050179211469534	0.9926455972967602	0.17473642891608013	1.0145198986543682	225	118	
CELL DEATH SIGNALLING VIA NRAGE, NRIF AND NADE%REACTOME DATABASE ID RELEASE 75%204998	0.4363295880149813	1	0.2031699198153068	1.014468742351775	232	59	
CALCIUM-MEDIATED SIGNALING%GOBP%GO:0019722	0.39626168224299063	0.9918265765459467	0.193005624097204	1.0144492302702806	211	73	
TOLL LIKE RECEPTOR 3 (TLR3) CASCADE%REACTOME%R-HSA-168164.3	0.42134831460674155	0.9955667501732801	0.18531086052113138	1.0139120636261316	224	87	
REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902105	0.420863309352518	0.9955667501732801	0.16909201987624425	1.0138039164387307	233	145	
RIBONUCLEOPROTEIN COMPLEX EXPORT FROM NUCLEUS%GOBP%GO:0071426	0.41323792486583183	0.9931628846012511	0.174977610210785	1.013423562953581	230	115	
POSITIVE REGULATION OF ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0046638	0.423728813559322	0.9968320898772027	0.2561475132063358	1.0127763215380934	224	25	
FOCAL ADHESION%WIKIPATHWAYS_20210210%WP306%HOMO SAPIENS	0.42213883677298314	0.9955667501732801	0.1799183578671336	1.0122417853970853	224	99	
RESPONSE TO AMINO ACID STARVATION%GOBP%GO:1990928	0.4306306306306306	1	0.1956410701581829	1.0120309418128564	238	67	
NEGATIVE REGULATION OF RNA CATABOLIC PROCESS%GOBP%GO:1902369	0.4419889502762431	1	0.21788666356953817	1.0118805107734252	239	44	
PI3K-AKT SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP4172%HOMO SAPIENS	0.42857142857142855	0.9997007565535232	0.16527810933931975	1.0113934292208888	239	157	
UNFOLDED PROTEIN RESPONSE (UPR)%REACTOME%R-HSA-381119.2	0.41682242990654206	0.9931628846012511	0.18866998156127257	1.0113167552080704	222	80	
REGULATION OF SODIUM ION TRANSPORT%GOBP%GO:0002028	0.4381818181818182	1	0.22956441829618984	1.011129330042462	240	35	
REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE%GOBP%GO:0002700	0.42134831460674155	0.9955667501732801	0.18330767242589247	1.0111203115801228	224	90	
REGULATION OF LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002703	0.4134790528233151	0.9931628846012511	0.1732921051248261	1.0110896962323195	226	125	
REGULATION OF INTRACELLULAR ESTROGEN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0033146	0.4274952919020716	0.9987900572935473	0.25552529554655473	1.010316148082646	226	25	
HALLMARK_UV_RESPONSE_DN%MSIGDB_C2%HALLMARK_UV_RESPONSE_DN	0.4344569288389513	1	0.18463487263910344	1.0102134554251565	231	87	
INTEGRIN CELL SURFACE INTERACTIONS%REACTOME%R-HSA-216083.3	0.44052044609665425	1	0.22644861007644537	1.0101607051520267	236	37	
NEGATIVE REGULATION OF RESPONSE TO DRUG%GOBP%GO:2001024	0.42125237191650855	0.9955667501732801	0.30125483508144096	1.01014360408984	221	15	
G-PROTEIN BETA:GAMMA SIGNALLING%REACTOME DATABASE ID RELEASE 75%397795	0.4274952919020716	0.9987900572935473	0.2554575573625197	1.0100483194865533	226	25	
MULTI-MULTICELLULAR ORGANISM PROCESS%GOBP%GO:0044706	0.43702290076335876	1	0.26039447045382036	1.0099674642369274	228	24	
FGF SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FGF SIGNALING PATHWAY	0.43575418994413406	1	0.23383977522589827	1.0094576752015607	233	33	
REGULATION OF DEFENSE RESPONSE TO VIRUS BY HOST%GOBP%GO:0050691	0.43177570093457945	1	0.24285343427054595	1.0092797907580653	230	29	
NEGATIVE REGULATION OF LIPID METABOLIC PROCESS%GOBP%GO:0045833	0.4460694698354662	1	0.21467943028307418	1.0090026747422225	243	45	
ONCOSTATIN M SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP2374%HOMO SAPIENS	0.4446494464944649	1	0.2084247193590569	1.0088417655127986	240	50	
POSITIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050731	0.4318181818181818	1	0.1874698570603532	1.0082923271761903	227	81	
REGULATION OF MICROTUBULE DEPOLYMERIZATION%GOBP%GO:0031114	0.44341372912801486	1	0.27820493725510725	1.0074948288624364	238	19	
TRANSPORT OF MATURE MRNAS DERIVED FROM INTRONLESS TRANSCRIPTS%REACTOME DATABASE ID RELEASE 75%159234	0.43622920517560076	1	0.22294991197151565	1.007229268505103	235	40	
TRAF6 MEDIATED NF-KB ACTIVATION%REACTOME DATABASE ID RELEASE 75%933542	0.42610364683301344	0.998417316097403	0.2621701873936757	1.0071586852002803	221	23	
POSITIVE REGULATION OF ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050857	0.44341372912801486	1	0.2781002944431994	1.007115874078546	238	19	
RNA EXPORT FROM NUCLEUS%GOBP%GO:0006405	0.4296028880866426	1	0.1731379462782663	1.0058565071078407	237	119	
POSITIVE REGULATION OF ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0034767	0.44684684684684683	1	0.19431454258976505	1.0051689524395555	247	67	
MEIOTIC CHROMOSOME SEGREGATION%GOBP%GO:0045132	0.44886363636363635	1	0.24594378124612673	1.0051096667242412	236	28	
GLYCEROPHOSPHOLIPID CATABOLIC PROCESS%GOBP%GO:0046475	0.42528735632183906	0.9974660523091085	0.2831973666756009	1.0046767005425354	221	18	
MIRNA METABOLIC PROCESS%GOBP%GO:0010586	0.4491362763915547	1	0.288118265661901	1.0043061634949348	233	17	
REV-MEDIATED NUCLEAR EXPORT OF HIV RNA%REACTOME%R-HSA-165054.2	0.4543761638733706	1	0.23470678041558868	1.0039338486783955	243	32	
PID_LIS1_PATHWAY%MSIGDB_C2%PID_LIS1_PATHWAY	0.44341372912801486	1	0.2771008082018637	1.003496322141042	238	19	
LYSOSOME ORGANIZATION%GOBP%GO:0007040	0.44565217391304346	1	0.20718500064389167	1.0030510964764294	245	49	
LYTIC VACUOLE ORGANIZATION%GOBP%GO:0080171	0.44565217391304346	1	0.20718500064389167	1.0030510964764294	245	49	
CHROMATIN SILENCING%GOBP%GO:0006342	0.4542124542124542	1	0.21192937143200574	1.002124431206322	247	46	
REGULATION OF CYTOPLASMIC TRANSLATION%GOBP%GO:2000765	0.4595103578154426	1	0.26288500635220724	1.0020519210793868	243	22	
CASPASE ACTIVATION VIA EXTRINSIC APOPTOTIC SIGNALLING PATHWAY%REACTOME DATABASE ID RELEASE 75%5357769	0.4473684210526316	1	0.2722507221967011	1.0018927030894988	237	20	
LISSENCEPHALY GENE (LIS1) IN NEURONAL MIGRATION AND DEVELOPMENT%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%LISSENCEPHALY GENE (LIS1) IN NEURONAL MIGRATION AND DEVELOPMENT	0.43703703703703706	1	0.2482086672711824	1.00174838571369	235	26	
EXTRACELLULAR VESICLE-MEDIATED SIGNALING IN RECIPIENT CELLS%WIKIPATHWAYS_20210210%WP2870%HOMO SAPIENS	0.42911877394636017	0.9997007565535232	0.28226967044487583	1.0013855866486048	223	18	
GANGLIOSIDE METABOLIC PROCESS%GOBP%GO:0001573	0.42911877394636017	0.9997007565535232	0.2822221839592788	1.0012171226327489	223	18	
NEGATIVE REGULATION OF PROTEIN BINDING%GOBP%GO:0032091	0.4436229205175601	1	0.19584128911912063	1.000473393516527	239	64	
NUCLEOSIDE PHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:1901293	0.4375	1	0.16330397693686863	1.0001310041333027	237	165	
NEGATIVE REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:1903321	0.45925925925925926	1	0.1966375773844658	0.9997520813837645	247	63	
NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING SIGNALING PATHWAY%GOBP%GO:0070423	0.4388888888888889	1	0.24766969032357677	0.9995731220811315	236	26	
GENE AND PROTEIN EXPRESSION BY JAK-STAT SIGNALING AFTER INTERLEUKIN-12 STIMULATION%REACTOME DATABASE ID RELEASE 75%8950505	0.4454713493530499	1	0.22982543927673638	0.9990616289316394	240	34	
CARBOXYTERMINAL POST-TRANSLATIONAL MODIFICATIONS OF TUBULIN%REACTOME%R-HSA-8955332.1	0.4600760456273764	1	0.2663596720968695	0.9987493302879346	241	21	
REGULATION OF GLUCONEOGENESIS%GOBP%GO:0006111	0.4386973180076628	1	0.2814942407158267	0.9986346564728447	228	18	
ERBB2 SIGNALING PATHWAY%GOBP%GO:0038128	0.43378119001919385	1	0.25993484419137547	0.9985713422114322	225	23	
PROTON TRANSMEMBRANE TRANSPORT%GOBP%GO:1902600	0.4454713493530499	1	0.2297062522021154	0.9985435173018166	240	34	
REGULATION OF SUBSTRATE ADHESION-DEPENDENT CELL SPREADING%GOBP%GO:1900024	0.45539033457249073	1	0.22379576355483574	0.9983266677868841	244	37	
